,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,Label,Name
2009-12-16,0.37037037037037024,0.32735426008968616,0.29824561403508776,0.3531428571428572,0.3896713615023475,0.35779816513761453,0.4145758661887695,0.40284360189573465,0.4492044063647491,0.49683944374209865,0.47447073474470747,0.5140664961636827,0.5620052770448549,0.5517693315858454,0.5599472990777339,0.5257731958762888,0.5218508997429305,0.5082802547770702,0.48185231539424267,0.5082802547770702,0.7109826589595376,0.48185231539424267,0.2772384034519957,0.2595744680851064,0.24239244491080814,0.30109890109890114,0.18045862412761715,0.12869399428026695,0.022452504317789224,0.023336214347450257,0.010238907849829282,,NKE
2009-12-17,0.30493273542600896,0.2763157894736843,0.3302857142857143,0.3661971830985917,0.3348623853211008,0.39068100358422964,0.37914691943127976,0.42472460220318253,0.4715549936788874,0.4495641344956416,0.48849104859335046,0.5356200527704487,0.5255570117955439,0.5335968379446641,0.5000000000000002,0.49614395886889473,0.48280254777070075,0.4568210262828536,0.48280254777070075,0.5396825396825398,0.7017543859649125,0.43526510480887803,0.2062176165803109,0.2317460317460318,0.3005586592178773,0.28903654485049857,0.1769464105156724,0.11387559808612457,-0.005977796754910392,0.0,-0.005128205128204999,,NKE
2009-12-18,0.29276315789473695,0.3474285714285714,0.3838028169014085,0.35206422018348604,0.4086021505376345,0.3969194312796209,0.44308445532435736,0.49051833122629573,0.46824408468244094,0.5076726342710995,0.5554089709762531,0.5452162516382699,0.5533596837944663,0.5193298969072164,0.5154241645244215,0.5019108280254776,0.47559449311639534,0.5019108280254776,0.5595238095238095,0.5574636723910169,0.7062228654124456,0.4700748129675809,0.2691065662002152,0.22940563086548482,0.31584821428571397,0.2787418655097611,0.19817073170731692,0.11121583411875591,-0.0008474576271187972,-0.00590219224283306,-0.004222972972973027,,NKE
2009-12-21,0.34971428571428587,0.3861502347417842,0.35435779816513757,0.4109916367980886,0.3992890995260665,0.44553243574051415,0.49304677623261695,0.47073474470734755,0.510230179028133,0.5580474934036941,0.5478374836173001,0.5559947299077734,0.5219072164948455,0.5179948586118253,0.5044585987261148,0.47809762202753436,0.5044585987261148,0.5621693121693123,0.560105680317041,0.5006353240152479,0.6448467966573816,0.42978208232445536,0.28649237472766886,0.17629482071713154,0.3078626799557034,0.28649237472766886,0.18812877263581496,0.11625708884688102,0.007679180887371961,0.012864493996569415,0.014604810996563522,,NKE
2009-12-22,0.39319248826291076,0.3612385321100915,0.41816009557945044,0.4063981042654028,0.4528763769889841,0.5006321112515801,0.47820672478206716,0.5179028132992325,0.5659630606860158,0.5557011795543905,0.5638998682476943,0.5296391752577319,0.5257069408740358,0.5121019108280254,0.485607008760951,0.5121019108280254,0.57010582010582,0.5680317040951122,0.508259212198221,0.5296391752577319,0.6981402002861228,0.3612385321100915,0.29302832244008714,0.1591796875,0.2958515283842793,0.2804746494066883,0.2161885245901638,0.1304761904761904,0.01713796058269068,0.0312771503040834,0.006785411365564098,,NKE
2009-12-23,0.36582568807339433,0.42293906810035864,0.41113744075829395,0.45777233782129745,0.5056890012642226,0.4831880448318806,0.5230179028132993,0.5712401055408971,0.5609436435124509,0.5691699604743083,0.5347938144329898,0.530848329048843,0.5171974522292995,0.490613266583229,0.5171974522292995,0.5753968253968256,0.5733157199471599,0.5133418043202034,0.5347938144329898,0.48503740648379057,0.7437774524158125,0.3382022471910111,0.2603174603174605,0.19578313253012047,0.2931596091205211,0.22783505154639183,0.21406727828746175,0.13428571428571434,0.01707941929974366,0.044736842105263186,0.008467400508044065,,NKE
2009-12-24,0.43130227001194754,0.41943127962085325,0.4663402692778458,0.5145385587863465,0.49190535491905374,0.5319693094629157,0.5804749340369393,0.5701179554390565,0.5783926218708828,0.5438144329896908,0.5398457583547558,0.5261146496815288,0.49937421777221536,0.5261146496815288,0.5846560846560849,0.5825627476882431,0.5222363405336723,0.5438144329896908,0.49376558603491283,0.450363196125908,0.7721893491124261,0.37070938215102966,0.24402907580477673,0.1665043816942553,0.3107221006564551,0.21871820956256371,0.1884920634920635,0.1333964049195837,0.03902862098872517,0.0265638389031706,0.009267059814658918,,NKE
2009-12-28,0.4146919431279621,0.4614443084455324,0.509481668773704,0.4869240348692403,0.5268542199488491,0.5751978891820579,0.5648754914809959,0.5731225296442688,0.5386597938144331,0.5347043701799485,0.5210191082802549,0.4943679599499373,0.5210191082802549,0.5793650793650793,0.5772787318361954,0.5171537484116899,0.5386597938144331,0.48877805486284287,0.44552058111380144,0.4906367041198503,0.6378600823045266,0.3771626297577855,0.2437499999999999,0.15362318840579703,0.3325892857142856,0.18687872763419477,0.2085020242914979,0.12007504690431503,0.041884816753926524,0.025773195876288568,0.0025188916876572875,,NKE
2009-12-29,0.46756425948592417,0.515802781289507,0.49315068493150704,0.5332480818414322,0.5817941952506596,0.5714285714285714,0.5797101449275364,0.5451030927835052,0.5411311053984575,0.5273885350318472,0.5006257822277846,0.5273885350318472,0.585978835978836,0.583883751651255,0.5235069885641677,0.5451030927835052,0.49501246882793026,0.4515738498789348,0.4968789013732835,0.5591677503250976,0.590185676392573,0.3471910112359551,0.285101822079314,0.16747809152872462,0.31325301204819267,0.20260782347041117,0.23608247422680417,0.04079861111111116,0.0471615720524019,0.03184165232358005,0.0008347245409014992,,NKE
2009-12-30,0.5233881163084704,0.5006226650062269,0.540920716112532,0.5897097625329817,0.579292267365662,0.5876152832674573,0.5528350515463918,0.5488431876606685,0.5350318471337581,0.5081351689612015,0.5350318471337581,0.5939153439153442,0.5918097754293263,0.5311308767471412,0.5528350515463918,0.5024937655860351,0.45883777239709445,0.5043695380774034,0.5669700910273081,0.6261808367071526,0.5508365508365509,0.31693989071038264,0.29569892473118276,0.1767578125,0.33740288568257504,0.1860236220472442,0.2604602510460252,0.04600694444444464,0.06261022927689597,0.037898363479758945,0.009212730318258089,,NKE
2009-12-31,0.5093399750933998,0.5498721227621481,0.5989445910290236,0.5884665792922672,0.5968379446640315,0.5618556701030928,0.5578406169665808,0.5439490445859871,0.5168961201501876,0.5439490445859871,0.6031746031746033,0.6010568031704093,0.5400254129606097,0.5618556701030928,0.5112219451371571,0.46731234866828086,0.5131086142322097,0.5760728218465538,0.6356275303643724,0.6159999999999999,0.5518565941101152,0.3274917853231105,0.3304061470911086,0.16538461538461524,0.3231441048034933,0.19881305637982205,0.25856697819314634,0.09386281588447654,0.06315789473684208,0.039451114922812947,0.010842368640533673,,NKE
2010-01-04,0.5460358056265984,0.5949868073878628,0.5845347313237221,0.592885375494071,0.5579896907216495,0.5539845758354756,0.540127388535032,0.5131414267834793,0.540127388535032,0.5992063492063493,0.5970937912813739,0.5362134688691231,0.5579896907216495,0.5074812967581048,0.46368038740920103,0.5093632958801497,0.5721716514954485,0.631578947368421,0.6119999999999999,0.669889502762431,0.5886990801576872,0.3553811659192825,0.3817142857142857,0.19702970297029698,0.3508379888268158,0.1806640625,0.2463917525773196,0.08527827648114905,0.07754010695187152,0.028936170212765955,0.003319502074688785,False,NKE
2010-01-05,0.5725593667546174,0.562254259501966,0.5704874835309619,0.5360824742268042,0.532133676092545,0.5184713375796179,0.4918648310387985,0.5184713375796179,0.5767195767195767,0.5746367239101717,0.5146124523506987,0.5360824742268042,0.486284289276808,0.44309927360774815,0.488139825218477,0.5500650195058516,0.6086369770580295,0.5893333333333333,0.6464088397790055,0.6624825662482565,0.4937343358395989,0.3156732891832228,0.3892773892773893,0.19558676028084254,0.3113311331133113,0.16634050880626217,0.21261444557477116,0.053003533568904526,0.06333630686886704,0.025817555938038028,-0.01650165016501648,False,NKE
2010-01-06,0.5688073394495414,0.5770750988142295,0.5425257731958764,0.538560411311054,0.5248407643312103,0.49812265331664585,0.5248407643312103,0.5833333333333335,0.5812417437252313,0.5209656925031767,0.5425257731958764,0.4925187032418954,0.4491525423728815,0.4943820224719102,0.5565669700910274,0.6153846153846154,0.5960000000000001,0.6533149171270718,0.6694560669456069,0.6067114093959731,0.5750000000000002,0.27611940298507465,0.37586206896551744,0.20180722891566272,0.3168316831683169,0.19104477611940296,0.21031344792719908,0.056487202118270075,0.05835543766578244,0.002512562814070529,-0.00992555831265507,True,NKE
2010-01-07,0.5704874835309619,0.5360824742268042,0.532133676092545,0.5184713375796179,0.4918648310387985,0.5184713375796179,0.5767195767195767,0.5746367239101717,0.5146124523506987,0.5360824742268042,0.486284289276808,0.44309927360774815,0.488139825218477,0.5500650195058516,0.6086369770580295,0.5893333333333333,0.6464088397790055,0.6624825662482565,0.5999999999999999,0.6624825662482565,0.4625766871165644,0.27486631016042784,0.3701149425287358,0.2064777327935221,0.2886486486486486,0.19199999999999995,0.1967871485943773,0.039232781168264896,0.04286964129483817,-0.002510460251045954,0.0,False,NKE
2010-01-08,0.5515463917525774,0.5475578406169663,0.5337579617834394,0.506883604505632,0.5337579617834394,0.5925925925925926,0.5904887714663143,0.5298602287166454,0.5515463917525774,0.5012468827930174,0.4576271186440677,0.5031210986267165,0.5656697009102729,0.6248313090418351,0.6053333333333333,0.6629834254143645,0.6792189679218967,0.6161073825503354,0.6792189679218967,0.6336499321573947,0.5087719298245612,0.32599118942731264,0.34675615212527955,0.23613963039014352,0.29184549356223166,0.18854886475814392,0.20399999999999996,0.0433275563258233,0.03436426116838476,0.022939677145284554,0.005847953216374213,True,NKE
2010-01-11,0.551413881748072,0.537579617834395,0.5106382978723405,0.537579617834395,0.5965608465608467,0.59445178335535,0.5336721728081322,0.5554123711340206,0.50498753117207,0.46125907990314774,0.5068664169787767,0.5695708712613783,0.6288798920377867,0.6093333333333333,0.6671270718232045,0.683403068340307,0.6201342281879194,0.683403068340307,0.6377204884667571,0.7096317280453259,0.4882860665844637,0.3148148148148149,0.329295154185022,0.23794871794871808,0.2854100106496271,0.18565815324165036,0.23037716615698267,0.050478677110531,0.03962101636520243,0.030742954739538808,0.012583892617449743,False,NKE
2010-01-12,0.5057324840764332,0.4793491864831039,0.5057324840764332,0.5634920634920637,0.5614266842800528,0.5019059720457433,0.5231958762886599,0.47381546134663344,0.4309927360774819,0.47565543071161054,0.5370611183355005,0.5951417004048583,0.5760000000000001,0.6325966850828728,0.6485355648535565,0.5865771812080538,0.6485355648535565,0.6037991858887382,0.6742209631728047,0.6348547717842323,0.47565543071161054,0.23769633507853394,0.3524027459954233,0.17729083665338652,0.27233584499461805,0.19393939393939386,0.19878296146044638,0.037752414398595224,0.005102040816326481,0.017211703958692093,-0.01827242524916939,False,NKE
2010-01-13,0.4918648310387985,0.5184713375796179,0.5767195767195767,0.5746367239101717,0.5146124523506987,0.5360824742268042,0.486284289276808,0.44309927360774815,0.488139825218477,0.5500650195058516,0.6086369770580295,0.5893333333333333,0.6464088397790055,0.6624825662482565,0.5999999999999999,0.6624825662482565,0.6173677069199457,0.6883852691218131,0.6486860304287689,0.6555555555555554,0.471604938271605,0.25473684210526315,0.3378226711560044,0.2004028197381671,0.2627118644067796,0.21508664627930685,0.2089249492900609,0.03382480485689521,0.02493551160791041,0.047451669595782064,-0.012427506213753103,True,NKE
2010-01-14,0.5273885350318472,0.585978835978836,0.583883751651255,0.5235069885641677,0.5451030927835052,0.49501246882793026,0.4515738498789348,0.4968789013732835,0.5591677503250976,0.6180836707152497,0.5986666666666667,0.6560773480662982,0.6722454672245468,0.6093959731543623,0.6722454672245468,0.6268656716417911,0.6983002832861192,0.6583679114799446,0.6652777777777779,0.7580645161290323,0.456865127582017,0.2782515991471215,0.3292682926829269,0.22974358974358977,0.3061002178649239,0.23227132579650567,0.16861598440545822,0.029184549356223055,0.02566295979469646,0.037197231833909994,0.014382402707275865,True,NKE
2010-01-15,0.5687830687830688,0.5667107001321003,0.5069885641677254,0.5283505154639174,0.4788029925187032,0.43583535108958826,0.4806491885143571,0.5422626788036409,0.6005398110661266,0.5813333333333333,0.638121546961326,0.6541143654114365,0.591946308724832,0.6541143654114365,0.6092265943012212,0.6798866855524079,0.6403872752420467,0.6472222222222221,0.7390029325513194,0.7138728323699421,0.4843554443053817,0.2793959007551241,0.26170212765957435,0.2444910807974816,0.30329670329670333,0.18245264207377865,0.13060057197330788,0.024179620034542326,0.025064822817631782,0.011945392491467421,-0.005033557046979942,False,NKE
2010-01-19,0.5521796565389696,0.49301143583227436,0.5141752577319587,0.4650872817955114,0.4225181598062955,0.466916354556804,0.5279583875162548,0.5856950067476383,0.5666666666666667,0.6229281767955801,0.6387726638772664,0.5771812080536913,0.6387726638772664,0.5943012211668928,0.6643059490084986,0.6251728907330567,0.6319444444444444,0.7228739002932552,0.6979768786127167,0.7178362573099415,0.44882860665844637,0.21761658031088071,0.24338624338624348,0.3128491620111733,0.3012181616832781,0.1880687563195147,0.12440191387559807,0.0034158838599487318,0.009450171821305808,0.004273504273504258,-0.020016680567139344,True,NKE
2010-01-20,0.49301143583227436,0.5141752577319587,0.4650872817955114,0.4225181598062955,0.466916354556804,0.5279583875162548,0.5856950067476383,0.5666666666666667,0.6229281767955801,0.6387726638772664,0.5771812080536913,0.6387726638772664,0.5943012211668928,0.6643059490084986,0.6251728907330567,0.6319444444444444,0.7228739002932552,0.6979768786127167,0.7178362573099415,0.7004341534008682,0.4650872817955114,0.264800861141012,0.22523461939520328,0.3113839285714284,0.27440347071583515,0.19410569105691056,0.1074458058435439,-0.00423728813559332,-0.009274873524451888,-0.007601351351351315,-0.009274873524451888,False,NKE
2010-01-21,0.5167525773195876,0.46758104738154627,0.42493946731234855,0.4694132334581773,0.530559167750325,0.5883940620782726,0.5693333333333332,0.6256906077348066,0.6415620641562063,0.5798657718120805,0.6415620641562063,0.5970149253731343,0.6671388101983002,0.6279391424619638,0.6347222222222222,0.725806451612903,0.7008670520231213,0.7207602339181287,0.703328509406657,0.639275766016713,0.42493946731234855,0.28213507625272327,0.17231075697211162,0.3034330011074198,0.28213507625272327,0.18410462776659964,0.11247637051039683,0.00426621160409546,0.00943396226415083,0.011168384879725046,0.0017021276595743373,True,NKE
2010-01-22,0.4488778054862843,0.4067796610169492,0.45068664169787764,0.5110533159947983,0.5681511470985154,0.5493333333333332,0.6049723756906076,0.6206415620641561,0.559731543624161,0.6206415620641561,0.5766621438263229,0.6458923512747876,0.6071922544951589,0.6138888888888887,0.7038123167155423,0.6791907514450866,0.698830409356725,0.6816208393632415,0.6183844011142061,0.6623748211731042,0.33256880733944927,0.2657952069716776,0.134765625,0.2685589519650653,0.2535059331175835,0.19057377049180313,0.10666666666666669,-0.004284490145672781,0.009556907037358675,-0.014418999151823542,-0.01106382978723408,True,NKE
2010-01-25,0.4043583535108959,0.44818976279650435,0.5084525357607281,0.5654520917678811,0.5466666666666666,0.6022099447513811,0.6178521617852162,0.5570469798657718,0.6178521617852162,0.5739484396200814,0.643059490084986,0.6044260027662516,0.6111111111111109,0.7008797653958942,0.676300578034682,0.695906432748538,0.6787264833574529,0.6155988857938719,0.6595135908440628,0.6983894582723278,0.3033707865168538,0.22751322751322767,0.16465863453815244,0.25950054288816493,0.19587628865979378,0.182466870540265,0.10476190476190483,-0.009393680614859234,0.01754385964912264,-0.01778154106689256,-0.014443500424808797,True,NKE
2010-01-26,0.4469413233458177,0.5071521456436929,0.5641025641025641,0.5453333333333332,0.6008287292817678,0.6164574616457461,0.5557046979865772,0.6164574616457461,0.5725915875169607,0.641643059490085,0.6030428769017979,0.609722222222222,0.6994134897360702,0.6748554913294798,0.6944444444444444,0.6772793053545585,0.6142061281337048,0.6580829756795421,0.6969253294289897,0.7144970414201184,0.326086956521739,0.20353063343717537,0.1285296981499513,0.2680525164113785,0.17904374364191256,0.1498015873015872,0.09649952696310304,0.005203816131829964,-0.006855184233076295,-0.023588879528222306,-0.002581755593803692,True,NKE
2010-01-27,0.5149544863459037,0.572199730094467,0.5533333333333335,0.6091160220994476,0.6248256624825663,0.563758389261745,0.6248256624825663,0.5807327001356852,0.6501416430594902,0.6113416320885201,0.6180555555555556,0.7082111436950147,0.6835260115606938,0.7032163742690059,0.6859623733719247,0.6225626740947077,0.6666666666666667,0.7057101024890191,0.723372781065089,0.598079561042524,0.34371395617070366,0.21354166666666674,0.12560386473429963,0.3002232142857142,0.15805168986083507,0.17914979757085026,0.09287054409005635,0.016579406631762605,0.0008591065292096189,-0.02183039462636438,0.004310344827586299,True,NKE
